date,country,vs,Pitcher,Batter,Game Pitch #,Pitch,PA,Inning,Result,Pitch Type,Pitch Vel  (MPH),Spin (RPM),VBreak,HBreak
2023-03-11,Japan,czech,Roki Sasaki,Martin Muzik,32,16,9,2,Swinging Strike,Sinker,99.0,2234.0,-13.0,-12.0
2023-03-11,Japan,czech,Roki Sasaki,Matej Mensik,15,15,5,1,Swinging Strike,Cutter,90.5,2653.0,-31.0,-2.0
2023-03-11,Japan,czech,Roki Sasaki,Matej Mensik,14,14,5,1,Ball,Sinker,101.7,2422.0,-10.0,-16.0
2023-03-11,Japan,czech,Roki Sasaki,Matej Mensik,13,13,5,1,Swinging Strike,Sinker,100.7,2404.0,-9.0,-13.0
2023-03-11,Japan,czech,Roki Sasaki,Matej Mensik,12,12,5,1,Swinging Strike,Cutter,88.2,1007.0,-34.0,1.0
2023-03-11,Japan,czech,Roki Sasaki,Martin Cervenka,11,11,4,1,"In play, run(s)",Sinker,100.7,2355.0,-13.0,-15.0
2023-03-11,Japan,czech,Roki Sasaki,Marek Chlup,10,10,3,1,"In play, no out",Sinker,101.9,2328.0,-10.0,-13.0
2023-03-11,Japan,czech,Roki Sasaki,Marek Chlup,9,9,3,1,Swinging Strike,Sinker,101.3,2282.0,-12.0,-12.0
2023-03-11,Japan,czech,Roki Sasaki,Marek Chlup,8,8,3,1,Ball,Sinker,101.9,2247.0,-12.0,-13.0
2023-03-11,Japan,czech,Roki Sasaki,Eric Sogard,7,7,2,1,Swinging Strike,Cutter,90.9,3208.0,-33.0,-2.0
2023-03-11,Japan,czech,Roki Sasaki,Eric Sogard,6,6,2,1,Ball,Splitter,92.2,1355.0,-32.0,-14.0
2023-03-11,Japan,czech,Roki Sasaki,Eric Sogard,5,5,2,1,Swinging Strike,Splitter,90.6,949.0,-32.0,-8.0
2023-03-11,Japan,czech,Roki Sasaki,Eric Sogard,4,4,2,1,Foul,Sinker,100.9,2351.0,-9.0,-13.0
2023-03-11,Japan,czech,Roki Sasaki,Vojtech Mensik,3,3,1,1,"In play, out(s)",Sinker,100.2,2422.0,-11.0,-15.0
2023-03-11,Japan,czech,Roki Sasaki,Vojtech Mensik,2,2,1,1,Ball,Sinker,100.1,2357.0,-9.0,-12.0
2023-03-11,Japan,czech,Roki Sasaki,Vojtech Mensik,1,1,1,1,Ball,Sinker,101.1,2297.0,-10.0,-12.0
2023-03-12,Japan,australia,Hiroto Takahashi,Andrew Campbell,324,16,77,9,Swinging Strike,Cutter,89.8,1406.0,-30.0,-7.0
2023-03-12,Japan,australia,Hiroto Takahashi,Andrew Campbell,323,15,77,9,Foul,Cutter,88.9,1379.0,-28.0,-6.0
2023-03-12,Japan,australia,Hiroto Takahashi,Andrew Campbell,322,14,77,9,Swinging Strike,4-Seam Fastball,94.3,2032.0,-18.0,-9.0
2023-03-12,Japan,australia,Hiroto Takahashi,Andrew Campbell,321,13,77,9,Swinging Strike,Changeup,89.0,1432.0,-33.0,-11.0
2023-03-12,Japan,australia,Hiroto Takahashi,Andrew Campbell,320,12,77,9,Ball,Sinker,96.0,1992.0,-19.0,-10.0
2023-03-12,Japan,australia,Hiroto Takahashi,Liam Spence,319,11,76,9,"In play, out(s)",Cutter,89.0,1371.0,-31.0,-5.0
2023-03-12,Japan,australia,Hiroto Takahashi,Liam Spence,318,10,76,9,Swinging Strike,Sinker,95.7,2077.0,-16.0,-11.0
2023-03-12,Japan,australia,Hiroto Takahashi,Liam Spence,317,9,76,9,Ball,4-Seam Fastball,96.2,1975.0,-16.0,-8.0
2023-03-12,Japan,australia,Hiroto Takahashi,Jake Bowey,316,8,75,9,Swinging Strike,Changeup,88.6,1120.0,-37.0,-10.0
2023-03-12,Japan,australia,Hiroto Takahashi,Jake Bowey,315,7,75,9,Swinging Strike,Sinker,96.4,2125.0,-15.0,-12.0
2023-03-12,Japan,australia,Hiroto Takahashi,Jake Bowey,314,6,75,9,Ball,Cutter,87.3,1537.0,-32.0,-5.0
2023-03-12,Japan,australia,Hiroto Takahashi,Jake Bowey,313,5,75,9,Ball,Sinker,96.3,2074.0,-18.0,-13.0
2023-03-12,Japan,australia,Hiroto Takahashi,Jake Bowey,312,4,75,9,Swinging Strike,Changeup,88.9,1080.0,-35.0,-13.0
2023-03-12,Japan,australia,Hiroto Takahashi,Jake Bowey,311,3,75,9,Ball,Cutter,88.7,1307.0,-31.0,-7.0
2023-03-12,Japan,australia,Hiroto Takahashi,Alex Hall,310,2,74,9,"In play, run(s)",Sinker,95.9,2143.0,-16.0,-13.0
2023-03-12,Japan,australia,Hiroto Takahashi,Alex Hall,309,1,74,9,Ball,Sinker,96.6,2118.0,-15.0,-12.0
2023-03-12,Japan,australia,Atsuki Yuasa,Jordan McArdle,290,16,69,8,"In play, out(s)",4-Seam Fastball,92.5,2160.0,-12.0,-3.0
2023-03-12,Japan,australia,Atsuki Yuasa,Jordan McArdle,289,15,69,8,Ball,Changeup,85.7,1352.0,-29.0,-9.0
2023-03-12,Japan,australia,Atsuki Yuasa,Jordan McArdle,288,14,69,8,Swinging Strike,Changeup,85.7,1206.0,-34.0,-9.0
2023-03-12,Japan,australia,Atsuki Yuasa,Jordan McArdle,287,13,69,8,Ball,Changeup,86.0,1177.0,-31.0,-13.0
2023-03-12,Japan,australia,Atsuki Yuasa,Ulrich Bojarski,286,12,68,8,"In play, out(s)",4-Seam Fastball,91.8,2147.0,-15.0,-2.0
2023-03-12,Japan,australia,Atsuki Yuasa,Ryan Battaglia,285,11,67,8,Ball,Changeup,86.4,1073.0,-35.0,-10.0
2023-03-12,Japan,australia,Atsuki Yuasa,Ryan Battaglia,284,10,67,8,Foul,4-Seam Fastball,93.1,2194.0,-14.0,-4.0
2023-03-12,Japan,australia,Atsuki Yuasa,Ryan Battaglia,283,9,67,8,Ball,4-Seam Fastball,92.7,2243.0,-12.0,-6.0
2023-03-12,Japan,australia,Atsuki Yuasa,Ryan Battaglia,282,8,67,8,Foul,4-Seam Fastball,93.1,2223.0,-13.0,-4.0
2023-03-12,Japan,australia,Atsuki Yuasa,Ryan Battaglia,281,7,67,8,Ball,Changeup,88.3,1415.0,-31.0,-9.0
2023-03-12,Japan,australia,Atsuki Yuasa,Ryan Battaglia,280,6,67,8,Called Strike,Changeup,86.0,1208.0,-35.0,-8.0
2023-03-12,Japan,australia,Atsuki Yuasa,Ryan Battaglia,279,5,67,8,Ball In Dirt,Changeup,84.8,1323.0,-32.0,-11.0
2023-03-12,Japan,australia,Atsuki Yuasa,Ryan Battaglia,278,4,67,8,Swinging Strike,4-Seam Fastball,92.0,2210.0,-14.0,-5.0
2023-03-12,Japan,australia,Atsuki Yuasa,Jarryd Dale,277,3,66,8,"In play, no out",4-Seam Fastball,92.5,2179.0,-14.0,-4.0
2023-03-12,Japan,australia,Atsuki Yuasa,Jarryd Dale,276,2,66,8,Ball,4-Seam Fastball,92.7,2188.0,-15.0,-4.0
2023-03-12,Japan,australia,Atsuki Yuasa,Rixon Wingrove,275,1,65,8,"In play, out(s)",4-Seam Fastball,92.4,2192.0,-13.0,-3.0
2023-03-12,Japan,australia,Taisei Ota,Andrew Campbell,254,13,60,7,Called Strike,Sinker,96.1,2237.0,-17.0,-19.0
2023-03-12,Japan,australia,Taisei Ota,Andrew Campbell,253,12,60,7,Ball,Sinker,96.1,2265.0,-19.0,-15.0
2023-03-12,Japan,australia,Taisei Ota,Andrew Campbell,252,11,60,7,Ball,Splitter,87.4,1126.0,-36.0,-9.0
2023-03-12,Japan,australia,Taisei Ota,Andrew Campbell,251,10,60,7,Swinging Strike,Splitter,87.3,1003.0,-39.0,-11.0
2023-03-12,Japan,australia,Taisei Ota,Andrew Campbell,250,9,60,7,Called Strike,Splitter,86.6,859.0,-40.0,-10.0
2023-03-12,Japan,australia,Taisei Ota,Liam Spence,249,8,59,7,"In play, out(s)",Splitter,87.6,3379.0,-36.0,-10.0
2023-03-12,Japan,australia,Taisei Ota,Liam Spence,248,7,59,7,Foul,Splitter,85.4,869.0,-39.0,-2.0
2023-03-12,Japan,australia,Taisei Ota,Liam Spence,247,6,59,7,Ball,Sinker,96.1,2263.0,-17.0,-18.0
2023-03-12,Japan,australia,Taisei Ota,Liam Spence,246,5,59,7,Called Strike,Sinker,95.9,2267.0,-17.0,-15.0
2023-03-12,Japan,australia,Taisei Ota,Robbie Glendinning,245,4,58,7,"In play, no out",Sinker,96.1,2329.0,-18.0,-18.0
2023-03-12,Japan,australia,Taisei Ota,Robbie Glendinning,244,3,58,7,Swinging Strike,Splitter,84.0,746.0,-38.0,-7.0
2023-03-12,Japan,australia,Taisei Ota,Robbie Glendinning,243,2,58,7,Ball,Sinker,96.2,2270.0,-15.0,-15.0
2023-03-12,Japan,australia,Taisei Ota,Robbie Glendinning,242,1,58,7,Swinging Strike,Sinker,96.8,2296.0,-16.0,-16.0
2023-03-12,Japan,australia,Keiji Takahashi,Alex Hall,219,28,53,6,"In play, out(s)",Sinker,93.2,2405.0,-17.0,13.0
2023-03-12,Japan,australia,Keiji Takahashi,Alex Hall,218,27,53,6,Ball,Sinker,93.2,2373.0,-14.0,12.0
2023-03-12,Japan,australia,Keiji Takahashi,Alex Hall,217,26,53,6,Ball,4-Seam Fastball,92.9,2363.0,-12.0,6.0
2023-03-12,Japan,australia,Keiji Takahashi,Alex Hall,216,25,53,6,Swinging Strike,4-Seam Fastball,92.9,2434.0,-11.0,9.0
2023-03-12,Japan,australia,Keiji Takahashi,Alex Hall,215,24,53,6,Ball,Curveball,70.9,3020.0,-74.0,-13.0
2023-03-12,Japan,australia,Keiji Takahashi,Alex Hall,214,23,53,6,Called Strike,Changeup,78.3,1770.0,-38.0,14.0
2023-03-12,Japan,australia,Keiji Takahashi,Jordan McArdle,213,22,52,6,Swinging Strike,4-Seam Fastball,92.6,2365.0,-13.0,9.0
2023-03-12,Japan,australia,Keiji Takahashi,Jordan McArdle,212,21,52,6,Called Strike,Sinker,91.7,2313.0,-18.0,11.0
2023-03-12,Japan,australia,Keiji Takahashi,Jordan McArdle,211,20,52,6,Called Strike,Sinker,91.6,2305.0,-19.0,13.0
2023-03-12,Japan,australia,Keiji Takahashi,Ulrich Bojarski,210,19,51,6,"In play, no out",4-Seam Fastball,94.5,2381.0,-13.0,9.0
2023-03-12,Japan,australia,Keiji Takahashi,Ulrich Bojarski,209,18,51,6,Ball,Curveball,72.7,3003.0,-71.0,-6.0
2023-03-12,Japan,australia,Keiji Takahashi,Ulrich Bojarski,208,17,51,6,Swinging Strike,Slider,83.5,2350.0,-36.0,-5.0
2023-03-12,Japan,australia,Keiji Takahashi,Robbie Perkins,207,16,50,6,"In play, out(s)",4-Seam Fastball,93.6,2290.0,-15.0,9.0
2023-03-12,Japan,australia,Keiji Takahashi,Robbie Perkins,206,15,50,6,Foul,4-Seam Fastball,93.2,2271.0,-14.0,7.0
2023-03-12,Japan,australia,Keiji Takahashi,Robbie Perkins,205,14,50,6,Ball,Changeup,80.2,1695.0,-48.0,16.0
2023-03-12,Japan,australia,Keiji Takahashi,Robbie Perkins,204,13,50,6,Swinging Strike,4-Seam Fastball,92.0,2260.0,-16.0,9.0
2023-03-12,Japan,australia,Keiji Takahashi,Robbie Perkins,203,12,50,6,Ball,4-Seam Fastball,92.1,2363.0,-17.0,10.0
2023-03-12,Japan,australia,Keiji Takahashi,Jarryd Dale,187,11,45,5,"In play, out(s)",Curveball,72.4,3070.0,-71.0,-13.0
2023-03-12,Japan,australia,Keiji Takahashi,Jarryd Dale,186,10,45,5,Called Strike,Curveball,72.0,3026.0,-72.0,-12.0
2023-03-12,Japan,australia,Keiji Takahashi,Rixon Wingrove,185,9,44,5,"In play, out(s)",Sinker,94.5,2469.0,-12.0,11.0
2023-03-12,Japan,australia,Keiji Takahashi,Rixon Wingrove,184,8,44,5,Ball,Curveball,74.4,3038.0,-65.0,-11.0
2023-03-12,Japan,australia,Keiji Takahashi,Rixon Wingrove,183,7,44,5,Swinging Strike,4-Seam Fastball,94.5,2376.0,-15.0,7.0
2023-03-12,Japan,australia,Keiji Takahashi,Aaron Whitefield,182,6,43,5,Swinging Strike,4-Seam Fastball,93.7,2291.0,-14.0,10.0
2023-03-12,Japan,australia,Keiji Takahashi,Aaron Whitefield,181,5,43,5,Ball,Changeup,83.4,1974.0,-29.0,14.0
2023-03-12,Japan,australia,Keiji Takahashi,Aaron Whitefield,180,4,43,5,Ball,4-Seam Fastball,94.2,2312.0,-13.0,9.0
2023-03-12,Japan,australia,Keiji Takahashi,Aaron Whitefield,179,3,43,5,Ball,4-Seam Fastball,93.7,2319.0,-13.0,8.0
2023-03-12,Japan,australia,Keiji Takahashi,Aaron Whitefield,178,2,43,5,Swinging Strike,4-Seam Fastball,93.1,2369.0,-14.0,7.0
2023-03-12,Japan,australia,Keiji Takahashi,Aaron Whitefield,177,1,43,5,Swinging Strike,4-Seam Fastball,92.4,2288.0,-15.0,9.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Darryl George,148,60,36,4,Swinging Strike,Changeup,91.1,1540.0,-35.0,-15.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Darryl George,147,59,36,4,Foul,4-Seam Fastball,96.9,2285.0,-11.0,-10.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Darryl George,146,58,36,4,Foul,Changeup,89.9,1305.0,-32.0,-15.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Darryl George,145,57,36,4,Foul,Curveball,78.7,2972.0,-63.0,10.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Darryl George,144,56,36,4,Foul,4-Seam Fastball,96.0,2212.0,-13.0,-10.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Darryl George,143,55,36,4,Called Strike,4-Seam Fastball,95.6,2249.0,-14.0,-12.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Darryl George,142,54,36,4,Ball,4-Seam Fastball,96.0,2219.0,-14.0,-11.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Darryl George,141,53,36,4,Foul,Changeup,87.6,1569.0,-35.0,-16.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Darryl George,140,52,36,4,Ball,Curveball,76.7,2838.0,-65.0,9.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Robbie Glendinning,139,51,35,4,Swinging Strike,Changeup,90.1,1487.0,-30.0,-8.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Robbie Glendinning,138,50,35,4,Ball,4-Seam Fastball,95.0,2243.0,-15.0,-10.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Robbie Glendinning,137,49,35,4,Called Strike,4-Seam Fastball,95.8,2309.0,-13.0,-10.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Robbie Glendinning,136,48,35,4,Ball,Curveball,77.1,2725.0,-63.0,11.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Robbie Glendinning,135,47,35,4,Called Strike,Curveball,77.4,2743.0,-64.0,12.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Alex Hall,134,46,34,4,"In play, out(s)",4-Seam Fastball,96.3,2279.0,-12.0,-11.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Alex Hall,133,45,34,4,Ball,4-Seam Fastball,95.5,2354.0,-13.0,-11.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Alex Hall,132,44,34,4,Ball,4-Seam Fastball,94.7,2128.0,-15.0,-8.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Alex Hall,131,43,34,4,Foul,4-Seam Fastball,94.5,2281.0,-14.0,-11.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Alex Hall,130,42,34,4,Swinging Strike,Changeup,89.8,1449.0,-33.0,-16.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Alex Hall,129,41,34,4,Ball,Curveball,75.5,2704.0,-64.0,13.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Alex Hall,128,40,34,4,Called Strike,Changeup,89.3,1465.0,-37.0,-13.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Tim Kennelly,104,39,27,3,"In play, out(s)",4-Seam Fastball,94.8,2356.0,-16.0,-14.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Tim Kennelly,103,38,27,3,Swinging Strike,Curveball,76.6,2982.0,-66.0,14.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Ulrich Bojarski,102,37,26,3,Swinging Strike,4-Seam Fastball,96.1,2477.0,-10.0,-12.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Ulrich Bojarski,101,36,26,3,Swinging Strike,Curveball,77.0,2962.0,-63.0,14.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Ulrich Bojarski,100,35,26,3,Foul,4-Seam Fastball,95.0,2222.0,-15.0,-12.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Robbie Perkins,99,34,25,3,"In play, no out",Cutter,88.3,2656.0,-32.0,2.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Logan Wade,98,33,24,3,Swinging Strike,4-Seam Fastball,95.9,2069.0,-15.0,-11.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Logan Wade,97,32,24,3,Swinging Strike,Changeup,89.5,1349.0,-33.0,-14.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Logan Wade,96,31,24,3,Ball,4-Seam Fastball,95.1,1995.0,-14.0,-7.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Logan Wade,95,30,24,3,Foul,Cutter,92.8,2385.0,-20.0,-5.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Logan Wade,94,29,24,3,Ball,4-Seam Fastball,95.3,2232.0,-15.0,-14.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Rixon Wingrove,80,28,20,2,Swinging Strike,4-Seam Fastball,94.7,2110.0,-15.0,-11.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Rixon Wingrove,79,27,20,2,Called Strike,Curveball,77.2,2745.0,-65.0,12.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Rixon Wingrove,78,26,20,2,Foul,Cutter,92.4,2475.0,-21.0,-3.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Rixon Wingrove,77,25,20,2,Ball,Cutter,93.1,2550.0,-16.0,-4.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Aaron Whitefield,76,24,19,2,"In play, out(s)",Changeup,89.1,1371.0,-30.0,-4.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Aaron Whitefield,75,23,19,2,Foul,Changeup,91.0,1353.0,-31.0,-7.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Aaron Whitefield,74,22,19,2,Called Strike,Curveball,76.5,2775.0,-65.0,11.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Aaron Whitefield,73,21,19,2,Ball,4-Seam Fastball,95.2,2230.0,-15.0,-10.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Aaron Whitefield,72,20,19,2,Called Strike,Curveball,75.9,2569.0,-64.0,13.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Darryl George,71,19,18,2,Swinging Strike,Changeup,90.7,1445.0,-27.0,-16.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Darryl George,70,18,18,2,Foul,4-Seam Fastball,96.4,2229.0,-11.0,-12.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Darryl George,69,17,18,2,Foul,4-Seam Fastball,95.5,2364.0,-11.0,-12.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Darryl George,68,16,18,2,Called Strike,4-Seam Fastball,95.3,2385.0,-12.0,-11.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Darryl George,67,15,18,2,Ball,4-Seam Fastball,94.9,2343.0,-12.0,-12.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Darryl George,66,14,18,2,Ball,4-Seam Fastball,94.6,2354.0,-12.0,-10.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Robbie Glendinning,43,13,10,1,Called Strike,Changeup,89.5,1399.0,-33.0,-4.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Robbie Glendinning,42,12,10,1,Ball,Changeup,91.4,1521.0,-32.0,-15.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Robbie Glendinning,41,11,10,1,Foul,4-Seam Fastball,96.4,2331.0,-13.0,-13.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Robbie Glendinning,40,10,10,1,Called Strike,4-Seam Fastball,95.4,2348.0,-14.0,-13.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Robbie Glendinning,39,9,10,1,Swinging Strike,Changeup,88.9,1580.0,-29.0,-13.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Robbie Glendinning,38,8,10,1,Ball,4-Seam Fastball,96.3,2290.0,-12.0,-9.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Alex Hall,37,7,9,1,"In play, out(s)",4-Seam Fastball,96.6,2211.0,-13.0,-13.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Alex Hall,36,6,9,1,Ball,4-Seam Fastball,95.0,2338.0,-13.0,-13.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Alex Hall,35,5,9,1,Ball,4-Seam Fastball,96.1,2198.0,-17.0,-13.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Tim Kennelly,34,4,8,1,Swinging Strike,Changeup,90.6,1338.0,-37.0,-11.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Tim Kennelly,33,3,8,1,Ball,Changeup,91.0,1518.0,-29.0,-11.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Tim Kennelly,32,2,8,1,Foul,Curveball,77.0,2874.0,-68.0,9.0
2023-03-12,Japan,australia,Yoshinobu Yamamoto,Tim Kennelly,31,1,8,1,Foul,4-Seam Fastball,95.5,2402.0,-12.0,-11.0
